measurement_id,target_uri,target_name,target_type,target_category,variable_uri,variable_name,variable_unit,value,date,confidence,measurement_method,operator,treatment,block,replicate,notes
DEMO_003532,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-cold-rep07,Block2-Cold-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,27.0,2025-05-21 03:09:32,0.944,Automated,researcher_03,Cold,2,7,Demo measurement day 15 - Air Temperature
DEMO_003533,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0193,Block1-Low-N-Rep09-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,11.0,2025-05-20 16:22:15,0.856,Manual,researcher_03,Low-N,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003534,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0524,Block2-Low-N-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,92.02,2025-05-20 16:26:50,0.912,Remote sensing,researcher_03,Low-N,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003535,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0816,Block3-High-N-Rep04-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.59,2025-05-20 19:04:19,0.915,Semi-automated,researcher_01,High-N,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003537,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0442,Block2-Drought-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.8,2025-05-20 20:47:24,0.886,Semi-automated,field_team,Drought,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003538,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0432,Block2-Drought-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,5.0,2025-05-20 22:02:57,0.933,Manual,researcher_02,Drought,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003539,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-high-n-rep02,Block5-High-N-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,11.4,2025-05-20 22:41:26,0.927,Remote sensing,researcher_02,High-N,5,2,Demo measurement day 15 - Root Length
DEMO_003540,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0569,Block2-Heat-Rep04-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,111.3,2025-05-21 01:20:22,0.881,Manual,sensor_system,Heat,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003541,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-low-n-rep03,Block2-Low-N-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_temperature,Soil Temperature,°C,25.3,2025-05-21 05:28:21,0.949,Automated,field_team,Low-N,2,3,Demo measurement day 15 - Soil Temperature
DEMO_003542,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0030,Block1-Control-Rep06-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,126.9,2025-05-20 23:14:16,0.907,Remote sensing,sensor_system,Control,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003543,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-high-n-rep03,Block4-High-N-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,24.0,2025-05-21 01:47:11,0.95,Automated,researcher_01,High-N,4,3,Demo measurement day 15 - Stem Diameter
DEMO_003544,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0658,Block2-Salt-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,6.4,2025-05-20 16:40:51,0.952,Semi-automated,sensor_system,Salt,N/A,N/A,Demo measurement day 15 - Stem Diameter
DEMO_003545,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0961,Block3-Cold-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,106.4,2025-05-20 23:52:18,0.932,Manual,researcher_01,Cold,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003546,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0970,Block3-Cold-Rep04-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.44,2025-05-21 04:43:26,0.928,Automated,researcher_01,Cold,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003547,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0039,Block1-Control-Rep08-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,24.0,2025-05-20 20:35:06,0.888,Manual,researcher_01,Control,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003548,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0638,Block2-Cold-Rep08-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,8.0,2025-05-20 22:37:54,0.966,Automated,sensor_system,Cold,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003549,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep07,Block2-Control-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,3.06,2025-05-21 03:09:50,0.858,Manual,sensor_system,Control,2,7,Demo measurement day 15 - Water Use Efficiency
DEMO_003550,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0494,Block2-High-N-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,750.0,2025-05-20 17:01:30,0.861,Manual,sensor_system,High-N,N/A,N/A,Demo measurement day 15 - Fresh Biomass
DEMO_003551,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0274,Block1-Cold-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,398.56,2025-05-20 19:15:14,0.925,Automated,sensor_system,Cold,N/A,N/A,Demo measurement day 15 - Fresh Biomass
DEMO_003552,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0450,Block2-Drought-Rep10-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,1.16,2025-05-21 06:41:14,0.921,Remote sensing,researcher_01,Drought,N/A,N/A,Demo measurement day 15 - Water Use Efficiency
DEMO_003553,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0795,Block3-Drought-Rep09-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.61,2025-05-20 16:08:08,0.909,Semi-automated,researcher_02,Drought,N/A,N/A,Demo measurement day 15 - Water Use Efficiency
DEMO_003554,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-high-n-rep02,Block4-High-N-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,95.1,2025-05-21 05:38:09,0.945,Remote sensing,field_team,High-N,4,2,Demo measurement day 15 - Plant Height
DEMO_003555,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0865,Block3-Low-N-Rep03-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,7.1,2025-05-21 04:19:40,0.925,Semi-automated,researcher_02,Low-N,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003556,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0015,Block1-Control-Rep03-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.34,2025-05-20 19:50:55,0.944,Manual,researcher_01,Control,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003557,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0764,Block3-Drought-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,76.87,2025-05-21 02:04:40,0.951,Automated,sensor_system,Drought,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003558,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0105,Block1-High-N-Rep01-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,8.0,2025-05-20 19:43:09,0.98,Automated,researcher_01,High-N,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003559,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-high-n-rep07,Block5-High-N-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,717.74,2025-05-21 01:40:08,0.857,Manual,field_team,High-N,5,7,Demo measurement day 15 - Light Intensity
DEMO_003561,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0529,Block2-Low-N-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-05-21 03:40:07,0.91,Semi-automated,researcher_01,Low-N,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003562,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-heat-rep06,Block1-Heat-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,1868.68,2025-05-21 06:19:07,0.916,Manual,researcher_03,Heat,1,6,Demo measurement day 15 - Light Intensity
DEMO_003563,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0312,Block1-Salt-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,15.2,2025-05-20 17:24:11,0.913,Remote sensing,sensor_system,Salt,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003564,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0235,Block1-Heat-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,15.9,2025-05-20 18:16:35,0.92,Remote sensing,researcher_03,Heat,N/A,N/A,Demo measurement day 15 - Stem Diameter
DEMO_003565,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0930,Block3-Heat-Rep06-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,8.0,2025-05-20 17:07:50,0.955,Semi-automated,sensor_system,Heat,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003566,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0723,Block3-Control-Rep05-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.74,2025-05-21 05:49:27,0.905,Semi-automated,field_team,Control,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003567,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0404,Block2-Drought-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,6.0,2025-05-21 01:12:00,0.927,Remote sensing,field_team,Drought,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003568,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-control-rep04,Block7-Control-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,6.0,2025-05-20 19:49:57,0.951,Automated,researcher_02,Control,7,4,Demo measurement day 15 - Soil pH
DEMO_003569,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0556,Block2-Heat-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,18.0,2025-05-20 16:48:37,0.932,Automated,field_team,Heat,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003570,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep04,Block2-Control-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,22.8,2025-05-20 22:44:33,0.919,Manual,sensor_system,Control,2,4,Demo measurement day 15 - Soil Moisture
DEMO_003571,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0528,Block2-Low-N-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,111.8,2025-05-20 22:59:18,0.927,Automated,researcher_03,Low-N,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003572,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-drought-rep05,Block2-Drought-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,43.5,2025-05-21 01:45:25,0.965,Automated,field_team,Drought,2,5,Demo measurement day 15 - Relative Humidity
DEMO_003573,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0408,Block2-Drought-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,1.45,2025-05-20 16:03:07,0.923,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003574,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0616,Block2-Cold-Rep04-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,14.1,2025-05-20 23:27:34,0.958,Automated,sensor_system,Cold,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003575,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0227,Block1-Heat-Rep06-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.08,2025-05-21 01:43:11,0.979,Automated,researcher_03,Heat,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003576,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0486,Block2-High-N-Rep08-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.97,2025-05-21 01:55:47,0.933,Semi-automated,sensor_system,High-N,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003577,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0104,Block1-High-N-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,56.49,2025-05-20 17:52:10,0.931,Manual,researcher_02,High-N,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003578,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-control-rep09,Block7-Control-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_temperature,Soil Temperature,°C,13.4,2025-05-20 22:37:57,0.946,Automated,researcher_01,Control,7,9,Demo measurement day 15 - Soil Temperature
DEMO_003579,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0103,Block1-High-N-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.41,2025-05-21 02:56:07,0.891,Semi-automated,researcher_01,High-N,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003580,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0830,Block3-High-N-Rep06-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-05-20 20:16:34,0.901,Semi-automated,field_team,High-N,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003581,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0575,Block2-Heat-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,46.0,2025-05-20 23:28:40,0.889,Semi-automated,researcher_01,Heat,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003582,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0844,Block3-High-N-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,3.8,2025-05-21 03:41:11,0.941,Automated,researcher_02,High-N,N/A,N/A,Demo measurement day 15 - Stem Diameter
DEMO_003583,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0178,Block1-Low-N-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-05-20 18:14:03,0.955,Automated,researcher_01,Low-N,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003584,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0796,Block3-Drought-Rep10-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.28,2025-05-20 22:49:21,0.927,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003585,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0279,Block1-Cold-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,50.0,2025-05-21 00:34:30,0.945,Semi-automated,researcher_02,Cold,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003586,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep10,Block1-Low-N-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.4,2025-05-20 22:22:10,0.984,Automated,sensor_system,Low-N,1,10,Demo measurement day 15 - Stomatal Conductance
DEMO_003587,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0371,Block2-Control-Rep05-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,30.6,2025-05-20 19:33:41,0.917,Remote sensing,researcher_02,Control,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003588,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-salt-rep03,Block4-Salt-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_temperature,Soil Temperature,°C,32.0,2025-05-21 00:37:06,0.922,Automated,researcher_02,Salt,4,3,Demo measurement day 15 - Soil Temperature
DEMO_003589,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep07,Block2-Control-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,7.0,2025-05-21 00:47:54,0.875,Manual,researcher_02,Control,2,7,Demo measurement day 15 - Soil pH
DEMO_003590,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0623,Block2-Cold-Rep05-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,7.11,2025-05-20 23:27:17,0.905,Manual,sensor_system,Cold,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003591,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0279,Block1-Cold-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,92.6,2025-05-21 01:38:45,0.93,Semi-automated,researcher_03,Cold,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003592,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-salt-rep03,Block1-Salt-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,37.7,2025-05-21 01:19:26,0.941,Remote sensing,researcher_02,Salt,1,3,Demo measurement day 15 - Air Temperature
DEMO_003593,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-cold-rep10,Block2-Cold-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,18.93,2025-05-20 23:41:25,0.965,Automated,field_team,Cold,2,10,Demo measurement day 15 - Photosynthesis Rate
DEMO_003594,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0544,Block2-Low-N-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,63.54,2025-05-21 06:22:53,0.948,Semi-automated,researcher_03,Low-N,N/A,N/A,Demo measurement day 15 - Dry Biomass
DEMO_003595,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0476,Block2-High-N-Rep06-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-05-20 18:03:38,0.939,Manual,sensor_system,High-N,N/A,N/A,Demo measurement day 15 - Plant Height
DEMO_003596,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-salt-rep06,Block7-Salt-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,5.95,2025-05-21 02:23:48,0.908,Remote sensing,researcher_01,Salt,7,6,Demo measurement day 15 - Leaf Area Index
DEMO_003597,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0306,Block1-Salt-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,2.8,2025-05-20 22:51:57,0.868,Manual,researcher_01,Salt,N/A,N/A,Demo measurement day 15 - Leaf Area Index
DEMO_003598,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0057,Block1-Drought-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.69,2025-05-21 01:00:47,0.924,Automated,researcher_02,Drought,N/A,N/A,Demo measurement day 15 - Stomatal Conductance
DEMO_003599,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-salt-rep10,Block1-Salt-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,6.0,2025-05-20 20:07:23,0.912,Remote sensing,researcher_02,Salt,1,10,Demo measurement day 15 - Soil pH
DEMO_003600,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0110,Block1-High-N-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-05-21 02:36:30,0.974,Automated,sensor_system,High-N,N/A,N/A,Demo measurement day 15 - Leaf Count
DEMO_003601,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-low-n-rep10,Block2-Low-N-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,7.0,2025-05-20 17:53:10,0.968,Automated,field_team,Low-N,2,10,Demo measurement day 15 - Soil pH
DEMO_003602,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0055,Block1-Drought-Rep01-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,36.3,2025-05-20 17:13:40,0.927,Automated,sensor_system,Drought,N/A,N/A,Demo measurement day 15 - Root Length
DEMO_003603,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0756,Block3-Drought-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,6.25,2025-05-21 05:33:12,0.917,Semi-automated,researcher_03,Drought,N/A,N/A,Demo measurement day 15 - Water Use Efficiency
