measurement_id,target_uri,target_name,target_type,target_category,variable_uri,variable_name,variable_unit,value,date,confidence,measurement_method,operator,treatment,block,replicate,notes
DEMO_002591,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0711,Block3-Control-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,17.1,2025-05-09 18:08:51,0.937,Semi-automated,researcher_01,Control,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002592,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-soil-13,Soil-Sensor-13,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,83.9,2025-05-09 19:05:23,0.931,Automated,researcher_02,None,N/A,N/A,Demo measurement day 10 - Relative Humidity
DEMO_002593,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0040,Block1-Control-Rep08-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,50.48,2025-05-10 00:37:22,0.986,Automated,researcher_03,Control,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002594,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0457,Block2-High-N-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,39.3,2025-05-09 16:55:22,0.917,Manual,sensor_system,High-N,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002595,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep04,Block1-Low-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,115.21,2025-05-10 03:42:58,0.989,Automated,sensor_system,Low-N,1,4,Demo measurement day 10 - Dry Biomass
DEMO_002596,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0807,Block3-High-N-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,62.0,2025-05-10 02:17:21,0.952,Automated,sensor_system,High-N,N/A,N/A,Demo measurement day 10 - Leaf Count
DEMO_002597,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0928,Block3-Heat-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-05-09 18:51:07,0.895,Remote sensing,sensor_system,Heat,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002598,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0557,Block2-Heat-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,22.55,2025-05-10 04:38:30,0.988,Automated,researcher_02,Heat,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002599,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0622,Block2-Cold-Rep05-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,413.41,2025-05-09 16:35:43,0.99,Automated,sensor_system,Cold,N/A,N/A,Demo measurement day 10 - Fresh Biomass
DEMO_002600,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-canopy-02,Canopy-Sensor-02,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,685.4,2025-05-09 17:51:09,0.929,Manual,sensor_system,None,N/A,N/A,Demo measurement day 10 - Light Intensity
DEMO_002601,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0828,Block3-High-N-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,110.68,2025-05-09 21:43:38,0.961,Remote sensing,researcher_01,High-N,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002602,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0132,Block1-High-N-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.84,2025-05-09 23:59:40,0.908,Manual,sensor_system,High-N,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002603,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0738,Block3-Control-Rep08-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,3.41,2025-05-10 04:51:37,0.908,Semi-automated,sensor_system,Control,N/A,N/A,Demo measurement day 10 - Water Use Efficiency
DEMO_002604,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-weather-19,Weather-Sensor-19,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#chlorophyll_content,Chlorophyll Content,SPAD,40.49,2025-05-10 00:25:57,0.976,Automated,researcher_01,None,N/A,N/A,Demo measurement day 10 - Chlorophyll Content
DEMO_002605,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-low-n-rep01,Block7-Low-N-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,14.46,2025-05-10 06:20:48,0.947,Semi-automated,field_team,Low-N,7,1,Demo measurement day 10 - Photosynthesis Rate
DEMO_002606,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0442,Block2-Drought-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,3.76,2025-05-09 23:48:23,0.945,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 10 - Leaf Area Index
DEMO_002607,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0314,Block1-Salt-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,6.1,2025-05-10 06:07:21,0.923,Manual,sensor_system,Salt,N/A,N/A,Demo measurement day 10 - Leaf Area Index
DEMO_002608,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep05,Block1-Low-N-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,19.5,2025-05-10 03:22:47,0.905,Semi-automated,researcher_01,Low-N,1,5,Demo measurement day 10 - Air Temperature
DEMO_002609,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0935,Block3-Heat-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,27.0,2025-05-09 22:09:52,0.985,Automated,field_team,Heat,N/A,N/A,Demo measurement day 10 - Leaf Count
DEMO_002610,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0161,Block1-Low-N-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,483.99,2025-05-09 22:20:06,0.938,Automated,researcher_01,Low-N,N/A,N/A,Demo measurement day 10 - Fresh Biomass
DEMO_002611,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-cold-rep06,Block5-Cold-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,7.33,2025-05-09 19:38:57,0.949,Remote sensing,sensor_system,Cold,5,6,Demo measurement day 10 - Photosynthesis Rate
DEMO_002612,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-salt-rep01,Block3-Salt-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.27,2025-05-09 18:59:47,0.891,Manual,sensor_system,Salt,3,1,Demo measurement day 10 - Water Use Efficiency
DEMO_002613,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0413,Block2-Drought-Rep03-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,11.6,2025-05-09 19:37:47,0.907,Semi-automated,researcher_03,Drought,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002614,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-low-n-rep04,Block4-Low-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,59.0,2025-05-10 02:30:38,0.853,Manual,researcher_01,Low-N,4,4,Demo measurement day 10 - Relative Humidity
DEMO_002615,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-heat-rep10,Block1-Heat-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,1.54,2025-05-09 17:11:21,0.956,Automated,sensor_system,Heat,1,10,Demo measurement day 10 - Leaf Area Index
DEMO_002616,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0494,Block2-High-N-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,114.8,2025-05-10 04:01:30,0.927,Remote sensing,researcher_02,High-N,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002617,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-high-n-rep04,Block4-High-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.37,2025-05-09 17:59:06,0.881,Remote sensing,researcher_02,High-N,4,4,Demo measurement day 10 - Stomatal Conductance
DEMO_002618,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0903,Block3-Heat-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.19,2025-05-10 04:56:05,0.923,Manual,field_team,Heat,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002619,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0861,Block3-Low-N-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,48.3,2025-05-10 05:11:40,0.853,Manual,sensor_system,Low-N,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002620,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0164,Block1-Low-N-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,9.5,2025-05-09 20:49:12,0.936,Semi-automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 10 - Stem Diameter
DEMO_002621,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-control-rep09,Block7-Control-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#chlorophyll_content,Chlorophyll Content,SPAD,24.64,2025-05-09 17:16:17,0.916,Manual,researcher_02,Control,7,9,Demo measurement day 10 - Chlorophyll Content
DEMO_002622,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-drought-rep04,Block2-Drought-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#chlorophyll_content,Chlorophyll Content,SPAD,38.37,2025-05-10 04:42:27,0.907,Manual,researcher_01,Drought,2,4,Demo measurement day 10 - Chlorophyll Content
DEMO_002623,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-canopy-20,Canopy-Sensor-20,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,38.0,2025-05-10 03:51:12,0.853,Manual,researcher_01,None,N/A,N/A,Demo measurement day 10 - Air Temperature
DEMO_002624,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0225,Block1-Heat-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,27.95,2025-05-09 23:59:10,0.944,Semi-automated,researcher_03,Heat,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002625,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-control-rep01,Block7-Control-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,29.1,2025-05-09 20:32:49,0.966,Semi-automated,field_team,Control,7,1,Demo measurement day 10 - Air Temperature
DEMO_002626,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0370,Block2-Control-Rep04-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,82.54,2025-05-09 19:13:50,0.969,Remote sensing,researcher_03,Control,N/A,N/A,Demo measurement day 10 - Fresh Biomass
DEMO_002627,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0225,Block1-Heat-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,56.4,2025-05-10 02:31:01,0.906,Semi-automated,field_team,Heat,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002628,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0982,Block3-Cold-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,11.0,2025-05-09 16:35:58,0.938,Semi-automated,sensor_system,Cold,N/A,N/A,Demo measurement day 10 - Leaf Count
DEMO_002629,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-salt-rep04,Block5-Salt-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,26.3,2025-05-10 00:31:46,0.857,Manual,researcher_01,Salt,5,4,Demo measurement day 10 - Air Temperature
DEMO_002630,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0329,Block1-Salt-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,113.1,2025-05-09 23:34:32,0.96,Remote sensing,field_team,Salt,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002631,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0502,Block2-Low-N-Rep01-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,5.2,2025-05-09 21:04:07,0.911,Semi-automated,researcher_01,Low-N,N/A,N/A,Demo measurement day 10 - Stem Diameter
DEMO_002632,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0131,Block1-High-N-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,9.0,2025-05-09 19:06:49,0.907,Semi-automated,researcher_02,High-N,N/A,N/A,Demo measurement day 10 - Leaf Count
DEMO_002633,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0344,Block1-Salt-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-05-09 23:39:45,0.959,Semi-automated,researcher_01,Salt,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002634,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0556,Block2-Heat-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,17.8,2025-05-10 01:23:33,0.88,Manual,researcher_01,Heat,N/A,N/A,Demo measurement day 10 - Stem Diameter
DEMO_002635,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0937,Block3-Heat-Rep08-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.29,2025-05-10 01:57:06,0.917,Manual,researcher_03,Heat,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002636,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-canopy-03,Canopy-Sensor-03,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,53.0,2025-05-10 02:12:24,0.95,Semi-automated,researcher_03,None,N/A,N/A,Demo measurement day 10 - Relative Humidity
DEMO_002637,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-control-rep06,Block4-Control-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,24.4,2025-05-09 22:29:40,0.936,Manual,researcher_01,Control,4,6,Demo measurement day 10 - Stem Diameter
DEMO_002638,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0779,Block3-Drought-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.68,2025-05-09 23:12:17,0.937,Automated,field_team,Drought,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002639,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0698,Block2-Salt-Rep10-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,38.7,2025-05-09 22:52:47,0.898,Remote sensing,field_team,Salt,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002640,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-drought-rep04,Block2-Drought-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,4.04,2025-05-10 02:06:06,0.944,Manual,researcher_03,Drought,2,4,Demo measurement day 10 - Water Use Efficiency
DEMO_002641,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0862,Block3-Low-N-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.75,2025-05-09 17:34:03,0.969,Automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002642,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-salt-rep02,Block7-Salt-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,3.4,2025-05-09 22:25:29,0.945,Semi-automated,researcher_01,Salt,7,2,Demo measurement day 10 - Stem Diameter
DEMO_002643,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0806,Block3-High-N-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,150.0,2025-05-10 04:35:09,0.918,Semi-automated,researcher_01,High-N,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002644,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-salt-rep09,Block5-Salt-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,4.2,2025-05-10 06:40:31,0.885,Semi-automated,researcher_03,Salt,5,9,Demo measurement day 10 - Stem Diameter
DEMO_002645,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0865,Block3-Low-N-Rep03-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,427.54,2025-05-09 18:07:32,0.883,Remote sensing,researcher_03,Low-N,N/A,N/A,Demo measurement day 10 - Fresh Biomass
DEMO_002646,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0177,Block1-Low-N-Rep06-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,57.0,2025-05-10 04:05:40,0.927,Manual,researcher_02,Low-N,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002647,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0432,Block2-Drought-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,22.3,2025-05-09 16:23:19,0.983,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002648,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0472,Block2-High-N-Rep05-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,43.6,2025-05-09 22:56:29,0.919,Remote sensing,researcher_02,High-N,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002649,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0016,Block1-Control-Rep04-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,84.42,2025-05-09 22:09:09,0.895,Manual,researcher_03,Control,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002650,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0910,Block3-Heat-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,32.0,2025-05-09 20:32:55,0.903,Semi-automated,researcher_02,Heat,N/A,N/A,Demo measurement day 10 - Root Length
DEMO_002651,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0474,Block2-High-N-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,150.0,2025-05-10 06:21:29,0.926,Remote sensing,researcher_02,High-N,N/A,N/A,Demo measurement day 10 - Dry Biomass
DEMO_002652,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-weather-04,Weather-Sensor-04,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,4.89,2025-05-09 20:43:28,0.889,Semi-automated,field_team,None,N/A,N/A,Demo measurement day 10 - Wind Speed
DEMO_002653,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0124,Block1-High-N-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.16,2025-05-09 19:14:10,0.96,Automated,sensor_system,High-N,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002655,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0009,Block1-Control-Rep02-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,116.9,2025-05-09 23:14:10,0.941,Automated,researcher_03,Control,N/A,N/A,Demo measurement day 10 - Plant Height
DEMO_002656,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0481,Block2-High-N-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,4.75,2025-05-10 00:31:58,0.953,Remote sensing,field_team,High-N,N/A,N/A,Demo measurement day 10 - Water Use Efficiency
DEMO_002657,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-cold-rep01,Block2-Cold-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,453.99,2025-05-10 05:03:05,0.873,Manual,field_team,Cold,2,1,Demo measurement day 10 - Fresh Biomass
DEMO_002658,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0379,Block2-Control-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,7.85,2025-05-10 03:57:01,0.965,Remote sensing,researcher_02,Control,N/A,N/A,Demo measurement day 10 - Water Use Efficiency
DEMO_002659,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0258,Block1-Cold-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,66.21,2025-05-09 17:04:41,0.942,Automated,researcher_01,Cold,N/A,N/A,Demo measurement day 10 - Fresh Biomass
DEMO_002661,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0527,Block2-Low-N-Rep06-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.46,2025-05-10 01:46:33,0.955,Automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 10 - Stomatal Conductance
DEMO_002662,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0892,Block3-Low-N-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,6.65,2025-05-09 22:57:32,0.948,Remote sensing,researcher_02,Low-N,N/A,N/A,Demo measurement day 10 - Water Use Efficiency
